"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Gender","Ethnicity","ICD Sub-Chapter","ICD Sub-Chapter Code","Race","Race Code","Deaths","Population","Crude Rate"
"2013","2013","Arizona","04","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,264142,"Unreliable"
"2013","2013","Arizona","04","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,297233,7.1
"2013","2013","Arkansas","05","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,153540,"Unreliable"
"2013","2013","California","06","15-24 years","15-24","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,860410,"Unreliable"
"2013","2013","California","06","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",12,190912,"Unreliable"
"2013","2013","California","06","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",18,962120,"Unreliable"
"2013","2013","California","06","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,901149,"Unreliable"
"2013","2013","California","06","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",35,1156993,3
"2013","2013","California","06","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",40,1192186,3.4
"2013","2013","California","06","55-64 years","55-64","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,1192186,"Unreliable"
"2013","2013","California","06","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,835285,2.5
"2013","2013","California","06","75-84 years","75-84","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,483765,"Unreliable"
"2013","2013","Colorado","08","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,273140,"Unreliable"
"2013","2013","Colorado","08","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,273389,"Unreliable"
"2013","2013","Florida","12","15-24 years","15-24","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,581891,"Unreliable"
"2013","2013","Florida","12","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",21,262667,8
"2013","2013","Florida","12","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,592197,4.4
"2013","2013","Florida","12","25-34 years","25-34","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",16,236676,"Unreliable"
"2013","2013","Florida","12","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",35,596109,5.9
"2013","2013","Florida","12","35-44 years","35-44","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,596109,"Unreliable"
"2013","2013","Florida","12","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",66,803002,8.2
"2013","2013","Florida","12","45-54 years","45-54","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,803002,"Unreliable"
"2013","2013","Florida","12","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",49,880658,5.6
"2013","2013","Florida","12","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,782945,4.1
"2013","2013","Georgia","13","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,259249,"Unreliable"
"2013","2013","Georgia","13","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,342184,"Unreliable"
"2013","2013","Georgia","13","25-34 years","25-34","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",11,238145,"Unreliable"
"2013","2013","Georgia","13","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,362383,"Unreliable"
"2013","2013","Georgia","13","35-44 years","35-44","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,235502,"Unreliable"
"2013","2013","Georgia","13","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,414893,7.5
"2013","2013","Georgia","13","45-54 years","45-54","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,414893,"Unreliable"
"2013","2013","Georgia","13","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,388694,5.4
"2013","2013","Georgia","13","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,278540,"Unreliable"
"2013","2013","Illinois","17","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",11,160552,"Unreliable"
"2013","2013","Illinois","17","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,620378,"Unreliable"
"2013","2013","Illinois","17","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,596292,"Unreliable"
"2013","2013","Indiana","18","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,328378,"Unreliable"
"2013","2013","Indiana","18","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,329044,"Unreliable"
"2013","2013","Indiana","18","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,388214,"Unreliable"
"2013","2013","Indiana","18","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,373001,"Unreliable"
"2013","2013","Kentucky","21","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,237772,"Unreliable"
"2013","2013","Kentucky","21","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,243426,"Unreliable"
"2013","2013","Kentucky","21","35-44 years","35-44","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,243426,"Unreliable"
"2013","2013","Kentucky","21","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,279575,"Unreliable"
"2013","2013","Kentucky","21","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,267822,"Unreliable"
"2013","2013","Kentucky","21","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,182727,"Unreliable"
"2013","2013","Louisiana","22","25-34 years","25-34","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,115433,"Unreliable"
"2013","2013","Louisiana","22","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,199244,"Unreliable"
"2013","2013","Louisiana","22","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,194981,"Unreliable"
"2013","2013","Michigan","26","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",17,127174,"Unreliable"
"2013","2013","Michigan","26","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,447943,"Unreliable"
"2013","2013","Michigan","26","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,576903,"Unreliable"
"2013","2013","Michigan","26","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,571092,"Unreliable"
"2013","2013","Michigan","26","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,372908,"Unreliable"
"2013","2013","Mississippi","28","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,105100,"Unreliable"
"2013","2013","Mississippi","28","35-44 years","35-44","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,75936,"Unreliable"
"2013","2013","Mississippi","28","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,120967,"Unreliable"
"2013","2013","Mississippi","28","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,120827,"Unreliable"
"2013","2013","Missouri","29","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,312870,"Unreliable"
"2013","2013","Missouri","29","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,353911,5.7
"2013","2013","Nevada","32","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,106508,"Unreliable"
"2013","2013","New York","36","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,852998,"Unreliable"
"2013","2013","North Carolina","37","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,416590,"Unreliable"
"2013","2013","North Carolina","37","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,478846,6.3
"2013","2013","North Carolina","37","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,466714,5.6
"2013","2013","North Carolina","37","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,347721,"Unreliable"
"2013","2013","Ohio","39","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",12,125850,"Unreliable"
"2013","2013","Ohio","39","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,596308,"Unreliable"
"2013","2013","Ohio","39","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,567533,"Unreliable"
"2013","2013","Ohio","39","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,572987,"Unreliable"
"2013","2013","Ohio","39","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,695546,3.5
"2013","2013","Ohio","39","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,687828,3.5
"2013","2013","Ohio","39","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,453370,"Unreliable"
"2013","2013","Oklahoma","40","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,175193,"Unreliable"
"2013","2013","Oklahoma","40","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,162091,"Unreliable"
"2013","2013","Oklahoma","40","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,188885,"Unreliable"
"2013","2013","Oklahoma","40","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,194207,"Unreliable"
"2013","2013","Oregon","41","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,216178,"Unreliable"
"2013","2013","Oregon","41","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,247647,"Unreliable"
"2013","2013","Pennsylvania","42","15-24 years","15-24","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,621687,"Unreliable"
"2013","2013","Pennsylvania","42","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,593649,3.4
"2013","2013","Pennsylvania","42","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,587894,"Unreliable"
"2013","2013","Pennsylvania","42","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",27,764952,3.5
"2013","2013","Pennsylvania","42","45-54 years","45-54","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,764952,"Unreliable"
"2013","2013","Pennsylvania","42","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,763298,2.8
"2013","2013","Pennsylvania","42","65-74 years","65-74","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,520418,"Unreliable"
"2013","2013","South Carolina","45","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,190622,"Unreliable"
"2013","2013","South Carolina","45","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,221857,"Unreliable"
"2013","2013","South Carolina","45","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",18,229178,"Unreliable"
"2013","2013","Tennessee","47","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,306128,"Unreliable"
"2013","2013","Tennessee","47","35-44 years","35-44","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,316226,"Unreliable"
"2013","2013","Tennessee","47","45-54 years","45-54","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,362142,6.4
"2013","2013","Tennessee","47","55-64 years","55-64","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,353723,6.5
"2013","2013","Texas","48","15-24 years","15-24","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,698557,3
"2013","2013","Texas","48","15-24 years","15-24","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",12,253746,"Unreliable"
"2013","2013","Texas","48","25-34 years","25-34","Female","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,767283,3.4
"2013","2013","Texas","48","25-34 years","25-34","Female","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,245271,"Unreliable"
"2013","2013","Texas","48","25-34 years","25-34","Female","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,767283,"Unreliable"
