"Year","Year Code","2013 Urbanization","2013 Urbanization Code","Ten-Year Age Groups","Ten-Year Age Groups Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2004","2004","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",608,9030149,6.7
"2004","2004","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",23,7765861,0.3
"2004","2004","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",501,7765861,6.5
"2004","2004","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",574,7765861,7.4
"2004","2004","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",17,8697355,"Unreliable"
"2004","2004","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",607,8697355,7
"2004","2004","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",343,8697355,3.9
"2004","2004","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,8517834,"Unreliable"
"2004","2004","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",764,8517834,9
"2004","2004","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",221,8517834,2.6
"2004","2004","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",11,6085504,"Unreliable"
"2004","2004","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",530,6085504,8.7
"2004","2004","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",94,6085504,1.5
"2004","2004","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",365,3942823,9.3
"2004","2004","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",35,3942823,0.9
"2004","2004","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",333,2764730,12
"2004","2004","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",21,2764730,0.8
"2004","2004","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",131,945692,13.9
"2004","2004","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",14,3606574,"Unreliable"
"2004","2004","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",25,4398126,0.6
"2004","2004","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",263,4398126,6
"2004","2004","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",177,4398126,4
"2004","2004","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",17,3315523,"Unreliable"
"2004","2004","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",263,3315523,7.9
"2004","2004","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",176,3315523,5.3
"2004","2004","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",16,3725996,"Unreliable"
"2004","2004","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",300,3725996,8.1
"2004","2004","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",117,3725996,3.1
"2004","2004","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,3789305,"Unreliable"
"2004","2004","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",394,3789305,10.4
"2004","2004","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",66,3789305,1.7
"2004","2004","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",265,2783439,9.5
"2004","2004","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",42,2783439,1.5
"2004","2004","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",209,1885752,11.1
"2004","2004","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",16,1885752,"Unreliable"
"2004","2004","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",200,1290562,15.5
"2004","2004","Small Metro","4","75-84 years","75-84","Assault","X85-Y09",11,1290562,"Unreliable"
"2004","2004","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",72,446911,16.1
"2004","2004","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",12,3571364,"Unreliable"
"2004","2004","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",16,3571364,"Unreliable"
"2004","2004","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",22,3943666,0.6
"2004","2004","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",269,3943666,6.8
"2004","2004","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",153,3943666,3.9
"2004","2004","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",251,3084289,8.1
"2004","2004","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",175,3084289,5.7
"2004","2004","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",18,3649188,"Unreliable"
"2004","2004","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",348,3649188,9.5
"2004","2004","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",133,3649188,3.6
"2004","2004","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",19,3812845,"Unreliable"
"2004","2004","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",455,3812845,11.9
"2004","2004","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",82,3812845,2.2
"2004","2004","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",307,2872637,10.7
"2004","2004","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",43,2872637,1.5
"2004","2004","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",220,1946793,11.3
"2004","2004","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",25,1946793,1.3
"2004","2004","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",221,1323519,16.7
"2004","2004","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",10,1323519,"Unreliable"
"2004","2004","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",59,475917,12.4
"2004","2004","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",20,2482222,0.8
"2004","2004","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",225,2482222,9.1
"2004","2004","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",101,2482222,4.1
"2004","2004","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",255,2060542,12.4
"2004","2004","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",134,2060542,6.5
"2004","2004","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",10,2597068,"Unreliable"
"2004","2004","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",308,2597068,11.9
"2004","2004","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",108,2597068,4.2
"2004","2004","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",20,2789652,0.7
"2004","2004","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",346,2789652,12.4
"2004","2004","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",81,2789652,2.9
"2004","2004","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",243,2241694,10.8
"2004","2004","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",33,2241694,1.5
"2004","2004","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",219,1618068,13.5
"2004","2004","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",27,1618068,1.7
"2004","2004","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",196,1067741,18.4
"2004","2004","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",15,1067741,"Unreliable"
"2004","2004","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",70,393334,17.8
"2005","2005","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",12,5057035,"Unreliable"
"2005","2005","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",12,12228536,"Unreliable"
"2005","2005","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",86,12228536,0.7
"2005","2005","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",43,12950169,0.3
"2005","2005","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",451,12950169,3.5
"2005","2005","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2649,12950169,20.5
"2005","2005","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",32,13820613,0.2
"2005","2005","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",539,13820613,3.9
"2005","2005","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",2064,13820613,14.9
"2005","2005","Large Central Metro","1","35-44 years","35-44","Other external causes of accidental injury","W00-X59",18,13591876,"Unreliable"
"2005","2005","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",605,13591876,4.5
"2005","2005","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",954,13591876,7
"2005","2005","Large Central Metro","1","45-54 years","45-54","Other external causes of accidental injury","W00-X59",15,12377136,"Unreliable"
"2005","2005","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",748,12377136,6
"2005","2005","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",429,12377136,3.5
"2005","2005","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",511,8489225,6
"2005","2005","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",143,8489225,1.7
"2005","2005","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",359,5059717,7.1
"2005","2005","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",72,5059717,1.4
"2005","2005","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",357,3595374,9.9
"2005","2005","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",23,3595374,0.6
"2005","2005","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",124,1295451,9.6
"2005","2005","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",10,10327354,"Unreliable"
"2005","2005","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",28,10327354,0.3
"2005","2005","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",33,9479338,0.3
"2005","2005","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",364,9479338,3.8
"2005","2005","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",690,9479338,7.3
"2005","2005","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",20,9145101,0.2
"2005","2005","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",432,9145101,4.7
"2005","2005","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",614,9145101,6.7
"2005","2005","Large Fringe Metro","2","35-44 years","35-44","Other external causes of accidental injury","W00-X59",13,11432828,"Unreliable"
"2005","2005","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",628,11432828,5.5
"2005","2005","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",309,11432828,2.7
"2005","2005","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",18,10849260,"Unreliable"
"2005","2005","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",725,10849260,6.7
"2005","2005","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",216,10849260,2
"2005","2005","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",502,7527741,6.7
"2005","2005","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",71,7527741,0.9
"2005","2005","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",295,4309435,6.8
"2005","2005","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",36,4309435,0.8
"2005","2005","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",306,2989694,10.2
"2005","2005","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",16,2989694,"Unreliable"
"2005","2005","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",96,1074609,8.9
"2005","2005","Medium Metro","3","1-4 years","1-4","Assault","X85-Y09",10,3297248,"Unreliable"
"2005","2005","Medium Metro","3","5-14 years","5-14","Other external causes of accidental injury","W00-X59",10,8413139,"Unreliable"
"2005","2005","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",21,8413139,0.2
"2005","2005","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",30,8413139,0.4
"2005","2005","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",57,9154984,0.6
"2005","2005","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",417,9154984,4.6
"2005","2005","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",695,9154984,7.6
"2005","2005","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",31,7810620,0.4
"2005","2005","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",508,7810620,6.5
"2005","2005","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",631,7810620,8.1
"2005","2005","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",33,8652587,0.4
"2005","2005","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",612,8652587,7.1
"2005","2005","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",359,8652587,4.1
"2005","2005","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",34,8703271,0.4
"2005","2005","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",800,8703271,9.2
"2005","2005","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",230,8703271,2.6
"2005","2005","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",20,6390950,0.3
"2005","2005","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",543,6390950,8.5
"2005","2005","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",74,6390950,1.2
"2005","2005","Medium Metro","3","65-74 years","65-74","Other external causes of accidental injury","W00-X59",12,3997294,"Unreliable"
"2005","2005","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",352,3997294,8.8
"2005","2005","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",30,3997294,0.8
"2005","2005","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",351,2791285,12.6
"2005","2005","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",21,2791285,0.8
"2005","2005","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",122,980071,12.4
"2005","2005","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",13,3587697,"Unreliable"
"2005","2005","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",14,3587697,"Unreliable"
"2005","2005","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",16,4432857,"Unreliable"
"2005","2005","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",251,4432857,5.7
"2005","2005","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",192,4432857,4.3
"2005","2005","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",16,3343393,"Unreliable"
"2005","2005","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",270,3343393,8.1
